"","MIMU - State/Region Pcode","MIMU - State/Region Name","MIMU - District Pcode","MIMU - District Name","MIMU - Township Pcode","MIMU - Township Name","Conventional households - Number","Conventional households - Male- headed","Conventional households - Female- headed","Conventional households - Female- headed households (%)","Population  in .... - Conventional households","Population  in .... - Institutions","Mean household size","Households consisting of: - 1 person","Households consisting of: - 2 persons","Households consisting of: - 3  persons","Households consisting of: - 4  persons","Households consisting of: - 5  persons","Households consisting of: - 6  persons","Households consisting of: - 7  persons","Households consisting of: - 8  persons","Households consisting of: - 9 and more","Type of housing unit - Total","Type of housing unit - Apartment/ Condominium","Type of housing unit - Bungalow/ Brick house","Type of housing unit - Semi-pacca house","Type of housing unit - Wooden house","Type of housing unit - Bamboo","Type of housing unit - Hut 2 - 3 years","Type of housing unit - Hut 1 year","Type of housing unit - Other","Type of ownership - Total","Type of ownership - Owner","Type of ownership - Renter","Type of ownership - Provided free (individually)","Type of ownership - Government Quarters","Type of ownership - Private Company Quarters","Type of ownership - Other","Type of toilet - Total","Type of toilet - Flush","Type of toilet - Water seal (Improved pit latrine)","Type of toilet - Safe sanitation (%)","Type of toilet - Pit (Traditional pit latrine)","Type of toilet - Bucket (Surface latrine)","Type of toilet - Other","Type of toilet - None","Roof - Total","Roof - Dhani/Theke/ In leaf","Roof - Bamboo","Roof - Wood","Roof - Corrugated sheet","Roof - Tile/Brick/ Concrete","Roof - Other","Walls - Total","Walls - Dhani/Theke/ In leaf","Walls - Bamboo","Walls - Earth","Walls - Wood","Walls - Corrugated sheet","Walls - Tile/Brick/ Concrete","Walls - Other","Floors - Total","Floors - Bamboo","Floors - Earth","Floors - Wood","Floors - Tile/Brick/ Concrete","Floors - Other","Source of lighting - Total","Source of lighting - Electricity","Source of lighting - Kerosene","Source of lighting - Candle","Source of lighting - Battery","Source of lighting - Generator (private)","Source of lighting - Water mill (private)","Source of lighting - Solar system/energy","Source of lighting - Other","Source of drinking water - Total","Source of drinking water - Tap water/ Piped","Source of drinking water - Tube well, borehole","Source of drinking water - Protected well/ Spring","Source of drinking water - Unprotected well/Spring","Source of drinking water - Pool/Pond/ Lake","Source of drinking water - River/stream/ canal","Source of drinking water - Waterfall/ Rain water","Source of drinking water - Bottled water/ Water purifier","Source of drinking water - Tanker/ Truck","Source of drinking water - Other","Source of non-drinking water - Total","Source of non-drinking water - Tap water/ Piped","Source of non-drinking water - Tube well, borehole","Source of non-drinking water - Protected well/ Spring","Source of non-drinking water - Unprotected well/Spring","Source of non-drinking water - Pool/Pond/ Lake","Source of non-drinking water - River/stream/ canal","Source of non-drinking water - Waterfall/ Rain water","Source of non-drinking water - Bottled water/ Water purifier","Source of non-drinking water - Tanker/ Truck","Source of non-drinking water - Other","Type of cooking fuel - Total","Type of cooking fuel - Electricity","Type of cooking fuel - LPG","Type of cooking fuel - Kerosene","Type of cooking fuel - BioGas","Type of cooking fuel - Firewood","Type of cooking fuel - Charcoal","Type of cooking fuel - Coal","Type of cooking fuel - Straw/Grass","Type of cooking fuel - Other","Availability of communication and related amenities - Conventional households","Availability of communication and related amenities - Radio","Availability of communication and related amenities - Television","Availability of communication and related amenities - Land line phone","Availability of communication and related amenities - Mobile phone","Availability of communication and related amenities - Computer","Availability of communication and related amenities - Internet at home","Availability of of transportation items - Conventional households","Availability of of transportation items - Car/Truck/ Van","Availability of of transportation items - Motorcycle/ Moped","Availability of of transportation items - Bicycle","Availability of of transportation items - 4-Wheel tractor","Availability of of transportation items - Canoe/Boat","Availability of of transportation items - Motor boat","Availability of of transportation items - Cart (bullock)"
"171","MMR011","Mon","MMR011D001","Mawlamyine","MMR011001","Mawlamyine",57457,39309,18148,31.5853594862245,269916,19472,4.69770437022469,2894,6484,10137,11467,9268,6404,4117,3062,3624,57457,3368,9539,7718,31089,4730,501,258,254,57457,42788,7677,2800,3587,294,311,57457,1164,52886,94.0703482604382,1148,313,60,1886,57457,11071,70,39,44707,1519,51,57457,1479,15248,23,21366,754,18097,490,57457,3099,214,43768,9783,593,57457,43679,437,7824,2735,2224,44,312,202,57457,5307,2433,11094,3427,988,772,365,32102,540,429,57457,17046,11811,15980,3839,5196,2489,21,88,173,814,57457,27820,983,17,915,19910,7456,145,1,210,57457,15312,45142,3732,34727,4033,7219,57457,3529,27397,20634,547,524,890,1039
"172","MMR011","Mon","MMR011D001","Mawlamyine","MMR011002","Kyaikmaraw",38888,27596,11292,29.0372351368031,184488,11322,4.74408557909895,1892,4229,6527,7704,6571,4746,2841,1945,2433,38888,269,2893,4715,24701,3610,1612,641,447,38888,36140,658,1436,303,144,207,38888,482,27030,70.7467599259412,1457,190,209,9520,38888,11177,27,37,27489,96,62,38888,7125,5464,40,20170,101,5500,488,38888,3074,119,32606,2735,354,38888,11127,3543,15173,725,6811,50,1264,195,38888,85,963,20555,10595,3118,527,138,1197,103,1607,38888,359,1529,19555,10767,1161,3715,57,20,127,1598,38888,6540,60,116,184,28475,3250,208,1,54,38888,10530,21832,1702,8573,472,797,38888,921,17045,16621,901,2112,1566,6465
"173","MMR011","Mon","MMR011D001","Mawlamyine","MMR011003","Chaungzon",27944,18307,9637,34.4868308044661,119874,2252,4.28979387346121,1882,3692,5400,5859,4337,2942,1726,1016,1090,27944,35,1619,3788,15988,5808,496,177,33,27944,26963,352,430,62,56,81,27944,128,21749,78.2887202977383,876,704,168,4319,27944,14141,22,13,13636,114,18,27944,2776,7819,15,14292,37,2879,126,27944,4670,62,21648,1388,176,27944,756,771,7318,945,16203,182,1666,103,27944,67,2918,18570,2691,1565,1,497,318,830,487,27944,64,2901,18352,2796,2359,433,475,5,83,476,27944,12,88,46,224,26811,538,61,8,156,27944,13726,17171,1335,8744,476,910,27944,271,10928,14812,752,436,737,5154
"174","MMR011","Mon","MMR011D001","Mawlamyine","MMR011004","Thanbyuzayat",36234,26763,9471,26.1384335154827,162386,8150,4.4815918750345,1807,4304,6688,7583,6178,4082,2471,1558,1563,36234,443,3122,4522,20123,5554,1477,730,263,36234,30994,2268,1375,621,605,371,36234,359,28581,79.8697356074405,1063,313,456,5462,36234,11699,31,29,24295,137,43,36234,4983,6255,19,18562,119,5934,362,36234,4044,106,29068,2602,414,36234,14836,655,11711,1651,6216,196,762,207,36234,766,334,21706,5991,288,381,187,2062,2617,1902,36234,829,450,23415,6111,314,461,188,71,2479,1916,36234,3722,223,19,811,27715,3357,300,NA,87,36234,11377,23962,1991,12169,1018,1505,36234,1085,19909,20061,1270,235,385,1182
"175","MMR011","Mon","MMR011D001","Mawlamyine","MMR011005","Mudon",39312,28478,10834,27.5590150590151,179517,11220,4.56646825396825,2231,4593,6814,8059,6546,4403,2741,1818,2107,39312,531,3870,7326,21710,5151,525,116,83,39312,36294,1140,987,655,123,113,39312,422,35364,91.0307285307285,829,101,172,2424,39312,8910,46,41,30180,110,25,39312,4244,6135,23,20319,104,8330,157,39312,2402,76,33403,3009,422,39312,18480,469,10709,3562,5282,61,700,49,39312,305,248,24271,7227,1881,76,14,3960,9,1321,39312,1142,384,26615,7542,2087,111,16,62,1,1352,39312,6318,160,85,497,29741,2278,166,1,66,39312,14838,28907,1705,16245,971,605,39312,1343,23185,27499,2312,282,517,3193
"176","MMR011","Mon","MMR011D001","Mawlamyine","MMR011006","Ye",53448,40599,12849,24.0401885945218,252444,11180,4.72317018410418,2105,5522,9427,11026,9210,6400,3984,2664,3110,53448,992,2927,5314,31146,11144,1227,483,215,53448,45686,4253,1901,1073,189,346,53448,860,38199,73.078506211645,2842,613,395,10539,53448,28642,80,28,24213,234,251,53448,5081,14783,89,25957,160,6828,550,53448,9354,250,39117,4107,620,53448,2108,1448,14571,2290,30793,492,1162,584,53448,11427,945,26856,6249,120,1117,2082,1269,1178,2205,53448,11900,765,26987,6348,142,1440,2153,39,1451,2223,53448,385,495,57,1056,41556,9420,354,0,125,53448,14593,32909,2152,15150,1087,1113,53448,989,27981,14188,1280,316,1087,2422
"177","MMR011","Mon","MMR011D002","Thaton","MMR011007","Thaton",48284,33596,14688,30.420014911772,228090,10016,4.72392510976721,2374,5110,7756,9421,8276,6263,3909,2548,2627,48284,1339,3117,4420,26819,10768,1172,462,187,48284,43743,1396,1064,1812,154,115,48284,514,35656,74.9109435837959,874,516,331,10393,48284,19378,36,34,26295,437,2104,48284,8021,11661,47,20140,155,6580,1680,48284,10584,206,32976,4146,372,48284,19974,1178,20399,902,4055,22,1572,182,48284,3460,1369,27552,10096,1762,178,678,637,18,2534,48284,3722,1420,27340,10175,1987,319,742,13,18,2548,48284,11493,119,81,67,35526,881,20,1,96,48284,16137,25502,2002,14961,1070,1384,48284,868,14402,31066,2660,938,845,3921
"178","MMR011","Mon","MMR011D002","Thaton","MMR011008","Paung",43726,30421,13305,30.4281205689979,211821,6638,4.84428029090244,1852,4280,7061,8815,7564,5301,3590,2391,2872,43726,371,3110,3932,26952,6854,1224,595,688,43726,40827,1016,1022,556,100,205,43726,308,32187,74.3150528289805,948,1700,411,8172,43726,14656,54,40,28517,242,217,43726,7198,9278,24,20502,131,5196,1397,43726,5667,107,34399,2933,620,43726,17004,3332,13602,1774,5971,407,1390,246,43726,7128,4224,16910,4652,8997,266,368,377,5,799,43726,7189,4980,15578,4722,8688,1438,446,30,5,650,43726,10824,91,173,125,30531,1351,74,2,555,43726,15860,26958,1914,13038,676,1599,43726,746,12711,22359,1732,583,1229,8294
"179","MMR011","Mon","MMR011D002","Thaton","MMR011009","Kyaikto",38088,28176,9912,26.0239445494644,167264,17268,4.39151438773367,1821,4515,7313,8135,6701,4361,2529,1512,1201,38088,1375,2287,2681,19073,10406,1196,682,388,38088,32203,1732,1360,2064,406,323,38088,389,29484,78.4315269901281,1530,646,277,5762,38088,18734,57,37,16455,210,2595,38088,3024,14231,43,13365,269,5335,1821,38088,8817,243,23612,4995,421,38088,14247,657,15492,2182,4115,183,961,251,38088,2889,1295,18530,9826,688,497,984,755,91,2533,38088,3673,1336,18194,9862,911,535,959,21,93,2504,38088,8111,26,50,88,28138,1542,65,1,67,38088,12212,19132,1636,12015,794,722,38088,715,13037,18504,488,161,740,3180
"180","MMR011","Mon","MMR011D002","Thaton","MMR011010","Bilin",39231,29057,10174,25.933572939767,174021,7054,4.43580331880401,1966,4514,7293,8370,6709,4573,2718,1779,1309,39231,654,1298,1773,23528,10353,897,458,270,39231,36676,602,889,720,259,85,39231,574,26362,68.6599882745788,883,736,419,10257,39231,25502,49,12,10552,165,2951,39231,5120,12468,39,17624,53,3058,869,39231,9461,175,27071,2175,349,39231,8665,2468,18054,1548,6686,132,1594,84,39231,594,968,14729,13303,2533,1798,1260,370,4,3672,39231,740,1065,14791,13370,2415,2111,1243,5,4,3487,39231,4551,15,109,46,33830,540,30,6,104,39231,13128,16953,1230,8892,429,592,39231,419,10754,22102,1525,250,370,5317
"181","MMR012","Rakhine","MMR012D001","Sittwe","MMR012001","Sittwe",29036,18383,10653,36.6889378702301,139673,8226,4.81033888965422,1123,2807,4925,5737,5116,3602,2336,1696,1694,29036,2189,1877,2102,10151,12205,271,161,80,29036,22280,1894,1339,3182,89,252,29036,389,19920,69.9442071910731,270,366,80,8011,29036,12270,212,48,15527,931,48,29036,672,18781,34,3654,258,5551,86,29036,10981,343,13225,4235,252,29036,13789,1176,8645,874,3704,108,652,88,29036,8277,5366,7045,539,5701,3,2,1551,117,435,29036,8283,7909,6755,672,4950,9,3,38,1,416,29036,881,42,203,28,14016,13125,579,4,158,29036,9556,13522,1500,12905,1608,2716,29036,544,8162,11218,181,505,400,1371
"182","MMR012","Rakhine","MMR012D001","Sittwe","MMR012002","Ponnagyun",25335,19050,6285,24.8075784487863,127640,2113,5.03808959936846,779,1969,3594,4758,4636,3744,2627,1805,1423,25335,22,290,213,11318,13198,179,67,48,25335,24667,204,290,149,13,12,25335,85,3364,13.6135780540754,130,466,180,21110,25335,16919,82,10,8295,21,8,25335,1999,17776,37,4876,171,446,30,25335,12514,200,12134,339,148,25335,1271,3072,17099,1397,1944,38,481,33,25335,308,20,1536,1300,21010,474,532,6,0,149,25335,523,63,1196,1112,20919,879,643,0,0,0,25335,31,1,218,9,24069,761,17,18,211,25335,6581,3673,521,2149,108,153,25335,17,768,1286,96,1304,719,2603
"183","MMR012","Rakhine","MMR012D001","Sittwe","MMR012007","Pauktaw",30544,23703,6841,22.3971974855946,143601,2356,4.7014470927187,1058,2792,5131,6357,5660,4076,2669,1735,1066,30544,35,115,209,12209,16710,562,311,393,30544,29299,233,570,116,7,319,30544,100,3331,11.23297537978,140,1748,315,24910,30544,22723,123,35,7515,18,130,30544,4886,20285,39,4540,75,262,457,30544,14359,228,15507,162,288,30544,1851,11545,13975,1090,1403,46,591,43,30544,266,126,1602,823,25920,165,1596,5,0,41,30544,266,162,1663,805,26015,165,1433,2,0,33,30544,66,3,997,11,28242,1046,38,17,124,30544,7341,4080,595,2285,100,180,30544,20,343,505,34,1649,2380,4129
"184","MMR012","Rakhine","MMR012D001","Sittwe","MMR012008","Rathedaung",24341,15161,9180,37.7141448584693,109989,1985,4.51867219917012,1177,2665,4198,4995,4333,3162,1919,1133,759,24341,253,181,397,8961,14067,309,108,65,24341,22913,199,933,272,3,21,24341,151,3620,15.49237911343,136,86,148,20200,24341,17124,147,18,7035,10,7,24341,1598,18557,29,3320,107,716,14,24341,13560,380,9799,447,155,24341,2211,4908,13615,1874,657,11,1032,33,24341,273,42,3830,835,19126,61,99,3,0,72,24341,299,120,4634,918,18102,64,130,1,0,73,24341,49,1,436,5,22307,892,86,72,493,24341,7399,4000,994,3679,225,277,24341,24,815,1315,84,1153,696,4231
"185","MMR012","Rakhine","MMR012D005","Mrauk-U","MMR012003","Mrauk-U",41525,31260,10265,24.7200481637568,186551,3079,4.4924984948826,1535,4406,7880,8918,7390,5236,3186,1728,1246,41525,423,326,254,10288,29532,418,205,79,41525,38534,602,1827,501,30,31,41525,209,8192,20.2311860325105,472,2487,191,29974,41525,31952,265,45,9232,13,18,41525,2039,34986,41,3485,54,890,30,41525,29410,283,11004,673,155,41525,3255,5861,23970,3907,1850,45,2594,43,41525,1717,525,3285,892,32361,2678,21,11,5,30,41525,1697,564,2361,761,32332,3766,22,0,5,17,41525,135,2,312,14,39345,846,24,22,825,41525,11303,7258,1004,4070,343,481,41525,119,3470,5407,338,2202,2750,5291
"186","MMR012","Rakhine","MMR012D005","Mrauk-U","MMR012004","Kyauktaw",36495,26629,9866,27.0338402520893,170787,2313,4.67973695026716,1395,3461,6043,7600,6795,4843,3060,1880,1418,36495,556,427,461,11663,22707,437,175,69,36495,34510,383,762,781,20,39,36495,266,7643,21.6714618440882,447,1262,343,26534,36495,19379,261,40,16695,96,24,36495,378,28990,68,5678,99,1207,75,36495,22874,220,12295,871,235,36495,3774,4756,21941,1437,3173,91,1265,58,36495,579,238,1737,2111,28710,2667,426,24,1,2,36495,1428,44,504,573,24224,9315,405,0,0,2,36495,159,0,345,17,33953,1044,154,193,630,36495,11255,6813,975,4977,355,584,36495,106,3123,5374,560,688,714,7312
"187","MMR012","Rakhine","MMR012D005","Mrauk-U","MMR012005","Minbya",36628,28326,8302,22.6657202140439,165769,3439,4.52574533144043,1321,3796,6857,7816,6568,4592,2930,1680,1068,36628,482,232,226,15432,19423,520,208,105,36628,34236,646,1003,662,19,62,36628,65,5878,16.2252921262422,277,1939,341,28128,36628,29424,528,17,6481,49,129,36628,3745,28465,33,3384,41,855,105,36628,16701,292,18714,731,190,36628,1638,4435,24213,1325,3153,65,1397,402,36628,377,104,2233,1820,30384,376,1324,8,1,1,36628,554,163,902,1651,29826,2452,1077,1,0,2,36628,57,5,513,10,34515,1334,56,3,135,36628,8927,5709,743,3271,253,408,36628,86,1832,2876,90,1303,1639,3453
"188","MMR012","Rakhine","MMR012D005","Mrauk-U","MMR012006","Myebon",31339,26101,5238,16.7139985321803,134892,2301,4.30428539519449,1113,3825,6423,6893,5686,3729,2027,1066,577,31339,17,403,341,16920,12083,728,284,563,31339,27627,1168,1731,149,20,644,31339,182,4932,16.3183254092345,106,537,1234,24348,31339,26225,41,7,4951,12,103,31339,4135,20626,27,5409,20,651,471,31339,9007,227,21412,535,158,31339,2351,592,22343,1092,3524,41,1332,64,31339,2436,18,10144,2379,15013,391,844,106,1,7,31339,2382,150,9159,2666,15787,396,789,3,0,7,31339,47,1,63,15,30122,1044,20,0,27,31339,9612,5296,569,2496,219,358,31339,33,1303,1664,91,2341,4490,2418
"189","MMR012","Rakhine","MMR012D002","Maungdaw","MMR012009","Maungdaw",7896,5974,1922,24.3414387031408,37548,3237,4.75531914893617,439,934,1282,1419,1249,938,670,474,491,7896,461,232,321,2985,3674,36,66,121,7896,6694,295,142,677,20,68,7896,101,4900,63.3358662613982,169,101,37,2588,7896,4247,142,9,3354,57,87,7896,117,6303,32,452,24,901,67,7896,2450,682,3815,803,146,7896,3069,2325,1464,21,598,13,372,34,7896,355,2565,1849,376,1328,1122,149,127,1,24,7896,521,2441,1519,418,1509,1309,151,4,0,24,7896,61,2,177,1,6246,1257,83,23,46,7896,2096,2246,276,2537,298,361,7896,108,1507,1427,58,44,17,553
"190","MMR012","Rakhine","MMR012D002","Maungdaw","MMR012010","Buthidaung",11264,8804,2460,21.8394886363636,52056,3489,4.62144886363636,522,1270,2008,2152,1900,1405,895,590,522,11264,1366,194,347,3016,6178,101,36,26,11264,9276,145,169,1639,9,26,11264,65,4306,38.8050426136364,45,32,243,6573,11264,7327,457,12,3032,86,350,11264,185,8688,7,493,18,1854,19,11264,5428,170,3812,1721,133,11264,2854,4626,2421,212,536,47,422,146,11264,154,1277,2073,749,3337,1945,1223,445,1,60,11264,399,1678,1213,526,3571,2552,1155,3,0,167,11264,87,4,247,1,9910,892,100,1,22,11264,3097,2655,259,2578,199,398,11264,50,1089,1500,26,105,128,999
"191","MMR012","Rakhine","MMR012D003","Kyaukpyu","MMR012011","Kyaukpyu",37264,29308,7956,21.3503649635036,155649,9703,4.17692679261486,2043,5258,7446,7883,6233,4137,2256,1296,712,37264,822,543,968,25877,8465,410,111,68,37264,33584,1361,978,1132,106,103,37264,208,10204,27.9411764705882,405,564,317,25566,37264,28103,68,39,8824,191,39,37264,3509,21987,62,9423,79,2065,139,37264,4443,223,30497,1805,296,37264,7657,3807,23314,214,1648,47,554,23,37264,744,1123,10816,1119,21644,368,377,794,3,276,37264,995,1800,10391,1204,21932,349,353,8,1,231,37264,4094,2,409,8,31807,880,29,1,34,37264,9487,9301,930,5937,466,392,37264,211,4671,4471,306,1341,2393,6817
"192","MMR012","Rakhine","MMR012D003","Kyaukpyu","MMR012012","Munaung",14735,11080,3655,24.8048863250763,56013,953,3.80135731252121,1034,2749,3231,3106,2167,1360,665,292,131,14735,32,60,429,12030,2096,59,19,10,14735,14121,236,268,94,5,11,14735,73,4169,28.7885985748219,379,415,57,9642,14735,9568,31,6,5125,3,2,14735,646,3038,16,10471,39,518,7,14735,1429,39,12877,277,113,14735,997,1505,10980,104,910,8,229,2,14735,6,29,10388,1251,2157,409,1,9,0,485,14735,9,30,9753,1267,2770,412,1,0,0,493,14735,22,1,107,3,14293,292,8,0,9,14735,5446,2868,331,2405,117,127,14735,76,2856,2225,143,49,462,3482
"193","MMR012","Rakhine","MMR012D003","Kyaukpyu","MMR012013","Ramree",22418,17244,5174,23.0796681238291,95348,2543,4.2531894013739,1214,3119,4314,4646,3730,2527,1515,826,527,22418,8,44,216,19679,2321,101,38,11,22418,21643,328,338,91,7,11,22418,223,4507,21.099116781158,128,312,89,17159,22418,17373,58,9,4961,8,9,22418,2201,2642,39,17252,46,213,25,22418,1240,47,20884,135,112,22418,517,2841,17810,86,951,10,195,8,22418,1098,40,9300,521,11038,407,1,4,0,9,22418,980,47,7434,746,12615,585,2,0,0,9,22418,25,2,291,7,21884,195,8,0,6,22418,6745,1705,233,1979,108,173,22418,63,2080,1736,89,648,1151,4030
"194","MMR012","Rakhine","MMR012D003","Kyaukpyu","MMR012014","Ann",27359,23240,4119,15.0553748309514,115558,4156,4.2237654885047,1035,3609,5644,6283,4846,2991,1595,851,505,27359,917,218,398,15253,9928,407,186,52,27359,24602,940,682,1044,35,56,27359,148,10234,37.9472933952264,1153,1382,567,13875,27359,21575,340,4,5377,25,38,27359,335,19379,35,6094,34,1385,97,27359,7597,233,18024,1423,82,27359,1238,139,21889,872,2169,34,961,57,27359,1332,229,9634,5249,6807,3261,765,78,0,4,27359,1597,138,7542,5239,7312,4748,774,2,1,6,27359,67,6,226,8,25593,1399,52,0,8,27359,7008,5744,876,3937,232,199,27359,155,3849,1381,130,832,1681,5458
"195","MMR012","Rakhine","MMR012D004","Thandwe","MMR012015","Thandwe",31075,25044,6031,19.407884151247,124773,8711,4.01522123893805,1499,4591,7141,7145,5117,2879,1453,767,483,31075,417,512,1136,24181,3800,599,300,130,31075,27516,1682,726,888,190,73,31075,197,21548,69.9758648431215,794,456,135,7945,31075,24975,41,12,5884,128,35,31075,1999,10288,49,17173,44,1454,68,31075,2137,174,27606,1038,120,31075,6259,233,16415,700,6496,61,850,61,31075,3860,1679,21588,946,1272,1036,369,170,74,81,31075,5330,1960,18604,1635,1460,1360,494,6,139,87,31075,244,7,28,16,24946,5647,108,3,76,31075,14890,11746,1223,8705,544,1910,31075,433,8522,11492,207,681,1415,8444
"196","MMR012","Rakhine","MMR012D004","Thandwe","MMR012016","Toungup",35192,28948,6244,17.742668788361,153721,4620,4.36806660604683,1311,4259,6910,7900,6257,4039,2253,1300,963,35192,462,246,803,27552,4825,871,249,184,35192,31330,1818,1119,751,96,78,35192,310,16282,47.147078881564,1171,790,146,16493,35192,26104,103,7,8902,40,36,35192,5524,6692,31,21434,82,1296,133,35192,2661,106,31361,856,208,35192,4211,111,23251,425,5649,115,1229,201,35192,783,2294,21718,2221,5249,1954,662,196,0,115,35192,2466,2767,18905,2479,5620,2047,778,4,9,117,35192,111,3,39,7,31285,3613,87,0,47,35192,13717,9744,1237,6101,367,851,35192,234,5788,8514,188,1671,3105,9364
"197","MMR012","Rakhine","MMR012D004","Thandwe","MMR012017","Gwa",17326,14698,2628,15.1679556735542,64580,1435,3.72734618492439,1042,3179,4371,3820,2451,1389,652,310,112,17326,197,172,351,12361,3350,518,336,41,17326,15430,861,663,309,39,24,17326,143,10444,61.1046981415214,273,388,71,6007,17326,15159,22,2,2035,90,18,17326,2327,5653,15,8661,22,612,36,17326,2045,52,14644,525,60,17326,2097,2233,7774,2014,2579,17,570,42,17326,184,157,12603,2261,62,643,93,8,0,1315,17326,250,177,11849,2824,57,651,93,0,0,1425,17326,75,2,50,7,16025,1107,32,0,28,17326,7757,5286,620,2826,204,567,17326,136,4329,5982,204,664,943,4608
"198","MMR013","Yangon","MMR013D001","Yangon (North)","MMR013001","Insein",61676,45309,16367,26.5370646604838,278986,26297,4.52341267267657,2453,7965,12072,12988,9853,6440,4068,2791,3046,61676,6174,6785,12274,28627,6746,260,226,584,61676,34320,15126,2344,7212,1648,1026,61676,3350,54590,93.9425384266165,933,2219,227,357,61676,4534,89,113,53056,3714,170,61676,1431,17445,41,18171,1233,22722,633,61676,4654,299,33659,22319,745,61676,55409,55,3212,1569,1264,13,34,120,61676,12238,31876,623,51,153,NA,8,16297,70,360,61676,15947,43630,1157,104,267,1,1,93,12,464,61676,39235,1454,3,487,2525,17327,368,2,275,61676,23395,51707,4760,45976,8286,30123,61676,5539,2792,31893,135,57,75,104
"199","MMR013","Yangon","MMR013D001","Yangon (North)","MMR013002","Mingaladon",66303,50443,15860,23.9204862525074,291904,39682,4.40257605236565,2005,9132,13690,14465,10593,6940,4165,3103,2210,66303,8404,7445,10329,28675,9818,433,216,983,66303,33027,20612,2495,8207,1254,708,66303,2395,62532,97.9246791246248,798,74,87,417,66303,5518,177,107,59125,1219,157,66303,1768,24991,50,13968,664,24000,862,66303,6836,847,32476,25225,919,66303,59279,92,3781,2716,177,2,53,203,66303,15140,20353,16437,3229,169,44,5,8884,210,1832,66303,19633,20975,19437,3684,187,110,NA,124,241,1912,66303,45438,503,10,168,6834,12880,161,2,307,66303,9415,54116,3162,44526,5690,9459,66303,4145,11079,33829,303,174,93,464
"200","MMR013","Yangon","MMR013D001","Yangon (North)","MMR013003","Hmawbi",56469,45464,11005,19.488568949335,231073,13534,4.09203279675574,2482,8257,12883,12827,9051,5310,2892,1581,1186,56469,4137,4180,4284,23927,18186,638,576,541,56469,42215,5755,1871,4784,1416,428,56469,930,51018,91.9938373266748,1613,282,410,2216,56469,12220,143,59,42900,983,164,56469,3056,28948,36,9884,322,11937,2286,56469,15975,748,26869,12197,680,56469,31924,2800,10289,9293,1190,21,681,271,56469,2875,40280,6196,3771,1274,202,3,1382,NA,486,56469,3395,41632,6095,3827,577,413,2,48,NA,480,56469,19352,222,57,239,30275,5932,211,1,180,56469,12829,36079,1577,27860,2113,5199,56469,1635,16716,31263,970,799,385,3841
"201","MMR013","Yangon","MMR013D001","Yangon (North)","MMR013004","Hlegu",58023,45336,12687,21.8654671423401,247452,23289,4.26472260999948,2395,7505,12217,13143,9797,6133,3358,2020,1455,58023,3979,3810,3740,27035,16913,1150,856,540,58023,46846,3118,1437,5365,713,544,58023,622,50717,88.4804301742412,1966,989,509,3220,58023,15488,166,95,41772,275,227,58023,8091,26073,20,11948,223,10640,1028,58023,14441,381,33095,9504,602,58023,32098,2139,13146,8510,846,4,849,431,58023,1929,24505,3893,7227,13321,1472,137,4750,48,741,58023,2441,31922,3306,7186,10314,1925,99,99,4,727,58023,17201,124,125,119,35793,3369,111,18,1163,58023,14314,34879,2311,27770,2131,3396,58023,1759,17551,31000,812,818,659,7394
"202","MMR013","Yangon","MMR013D001","Yangon (North)","MMR013005","Taikkyi",66999,53817,13182,19.6749205212018,271120,6148,4.0466275616054,3136,10081,15083,15297,10893,6245,3301,1785,1178,66999,1537,2260,3932,33325,22890,1418,1323,314,66999,59512,2556,1337,2003,1160,431,66999,520,55587,83.7430409409096,3917,487,495,5993,66999,27954,222,80,37771,812,160,66999,3579,44671,45,10816,166,6681,1041,66999,20393,491,40580,5037,498,66999,22141,10579,13271,18046,616,14,1718,614,66999,1961,50965,2568,2018,4748,3291,79,552,NA,817,66999,2070,52190,2344,2021,3042,4440,47,10,NA,835,66999,10421,106,306,52,53476,2323,45,10,260,66999,19566,29482,2654,19843,904,2721,66999,814,18447,36983,817,3064,829,13678
"203","MMR013","Yangon","MMR013D001","Yangon (North)","MMR013006","Htantabin",34211,28678,5533,16.1731606793137,143791,2001,4.20306334219988,1307,4525,7443,7738,5912,3572,1978,1017,719,34211,158,620,1091,15941,15207,421,335,438,34211,29640,2186,1620,135,145,485,34211,226,26408,77.8521528163456,3608,892,115,2962,34211,9878,34,30,24040,65,164,34211,11039,10874,15,8052,134,1730,2367,34211,10093,131,21931,1593,463,34211,6864,10164,4357,9428,1824,24,1449,101,34211,167,10541,827,155,20804,841,330,399,29,118,34211,251,21911,786,118,6730,4222,8,23,NA,162,34211,4347,17,214,24,27308,1878,22,57,344,34211,9038,17482,1107,12085,308,1652,34211,398,6411,12086,1009,4039,1683,4515
"204","MMR013","Yangon","MMR013D001","Yangon (North)","MMR013007","Shwepyithar",73775,56790,16985,23.0227041680786,328740,14786,4.4559810233819,2967,10723,14731,14943,11188,7622,4809,3126,3666,73775,2700,5838,7321,38779,16278,1074,712,1073,73775,40677,25986,2419,1711,1647,1335,73775,1370,67669,93.580481192816,3193,463,180,900,73775,10208,181,122,62475,630,159,73775,4293,32208,52,20527,827,14475,1393,73775,13627,543,43045,15689,871,73775,54164,218,4679,9295,4904,80,153,282,73775,5268,30417,281,49,3501,81,31,33863,105,179,73775,6123,64960,543,50,1412,114,2,298,22,251,73775,37448,428,12,224,10939,23865,355,NA,504,73775,15800,50778,2157,41959,3387,17290,73775,2776,8811,45078,462,145,158,353
