"","MIMU - State/Region Pcode","MIMU - State/Region Name","MIMU - District Pcode","MIMU - District Name","MIMU - Township Pcode","MIMU - Township Name","Conventional households - Number","Conventional households - Male- headed","Conventional households - Female- headed","Conventional households - Female- headed households (%)","Population  in .... - Conventional households","Population  in .... - Institutions","Mean household size","Households consisting of: - 1 person","Households consisting of: - 2 persons","Households consisting of: - 3  persons","Households consisting of: - 4  persons","Households consisting of: - 5  persons","Households consisting of: - 6  persons","Households consisting of: - 7  persons","Households consisting of: - 8  persons","Households consisting of: - 9 and more","Type of housing unit - Total","Type of housing unit - Apartment/ Condominium","Type of housing unit - Bungalow/ Brick house","Type of housing unit - Semi-pacca house","Type of housing unit - Wooden house","Type of housing unit - Bamboo","Type of housing unit - Hut 2 - 3 years","Type of housing unit - Hut 1 year","Type of housing unit - Other","Type of ownership - Total","Type of ownership - Owner","Type of ownership - Renter","Type of ownership - Provided free (individually)","Type of ownership - Government Quarters","Type of ownership - Private Company Quarters","Type of ownership - Other","Type of toilet - Total","Type of toilet - Flush","Type of toilet - Water seal (Improved pit latrine)","Type of toilet - Safe sanitation (%)","Type of toilet - Pit (Traditional pit latrine)","Type of toilet - Bucket (Surface latrine)","Type of toilet - Other","Type of toilet - None","Roof - Total","Roof - Dhani/Theke/ In leaf","Roof - Bamboo","Roof - Wood","Roof - Corrugated sheet","Roof - Tile/Brick/ Concrete","Roof - Other","Walls - Total","Walls - Dhani/Theke/ In leaf","Walls - Bamboo","Walls - Earth","Walls - Wood","Walls - Corrugated sheet","Walls - Tile/Brick/ Concrete","Walls - Other","Floors - Total","Floors - Bamboo","Floors - Earth","Floors - Wood","Floors - Tile/Brick/ Concrete","Floors - Other","Source of lighting - Total","Source of lighting - Electricity","Source of lighting - Kerosene","Source of lighting - Candle","Source of lighting - Battery","Source of lighting - Generator (private)","Source of lighting - Water mill (private)","Source of lighting - Solar system/energy","Source of lighting - Other","Source of drinking water - Total","Source of drinking water - Tap water/ Piped","Source of drinking water - Tube well, borehole","Source of drinking water - Protected well/ Spring","Source of drinking water - Unprotected well/Spring","Source of drinking water - Pool/Pond/ Lake","Source of drinking water - River/stream/ canal","Source of drinking water - Waterfall/ Rain water","Source of drinking water - Bottled water/ Water purifier","Source of drinking water - Tanker/ Truck","Source of drinking water - Other","Source of non-drinking water - Total","Source of non-drinking water - Tap water/ Piped","Source of non-drinking water - Tube well, borehole","Source of non-drinking water - Protected well/ Spring","Source of non-drinking water - Unprotected well/Spring","Source of non-drinking water - Pool/Pond/ Lake","Source of non-drinking water - River/stream/ canal","Source of non-drinking water - Waterfall/ Rain water","Source of non-drinking water - Bottled water/ Water purifier","Source of non-drinking water - Tanker/ Truck","Source of non-drinking water - Other","Type of cooking fuel - Total","Type of cooking fuel - Electricity","Type of cooking fuel - LPG","Type of cooking fuel - Kerosene","Type of cooking fuel - BioGas","Type of cooking fuel - Firewood","Type of cooking fuel - Charcoal","Type of cooking fuel - Coal","Type of cooking fuel - Straw/Grass","Type of cooking fuel - Other","Availability of communication and related amenities - Conventional households","Availability of communication and related amenities - Radio","Availability of communication and related amenities - Television","Availability of communication and related amenities - Land line phone","Availability of communication and related amenities - Mobile phone","Availability of communication and related amenities - Computer","Availability of communication and related amenities - Internet at home","Availability of of transportation items - Conventional households","Availability of of transportation items - Car/Truck/ Van","Availability of of transportation items - Motorcycle/ Moped","Availability of of transportation items - Bicycle","Availability of of transportation items - 4-Wheel tractor","Availability of of transportation items - Canoe/Boat","Availability of of transportation items - Motor boat","Availability of of transportation items - Cart (bullock)"
"104","MMR111","Bago","MMR008D001","Pyay","MMR008001","Pyay",58557,44362,14195,24.2,235915,15728,4,2806,9076,14636,12790,8457,4961,2761,1636,1434,58557,2343,5380,5190,27860,15639,1430,528,187,58557,48251,5302,1105,3283,357,259,58557,735,50643,87.7,2837,180,138,4024,58557,11681,456,46,45017,1241,116,58557,2937,29731,28,12968,179,12321,393,58557,12607,2452,32203,10791,504,58557,35091,217,11595,8487,545,7,2280,335,58557,3537,38707,3809,313,124,3824,64,7243,81,855,58557,4681,43913,4498,261,131,4058,16,59,66,874,58557,12002,196,8,188,33954,11501,303,3,402,58557,22457,40232,3393,24980,2289,4856,58557,1725,26631,32593,598,212,78,10789
"105","MMR111","Bago","MMR008D001","Pyay","MMR008002","Paukkhaung",32347,27003,5344,16.5,122999,1857,3.8,1427,5052,9080,7586,4681,2521,1175,562,263,32347,352,377,855,17791,11749,837,316,70,32347,31029,280,301,457,201,79,32347,235,23979,74.9,1121,238,70,6704,32347,15280,998,19,15901,123,26,32347,1510,19795,22,9553,28,1397,42,32347,14544,197,16264,1183,159,32347,4187,696,10455,10450,501,4,5160,894,32347,89,15777,9971,1016,1616,3040,158,133,NA,547,32347,180,15109,9606,991,2298,3430,159,3,NA,571,32347,847,2,20,10,30162,1008,15,1,282,32347,16611,14331,963,5455,212,765,32347,413,10454,7758,239,1012,158,12717
"106","MMR111","Bago","MMR008D001","Pyay","MMR008003","Padaung",38892,27956,10936,28.1,140748,3466,3.6,2280,7431,10961,8824,5021,2519,1082,495,279,38892,1623,771,1355,22624,10826,976,584,133,38892,32333,847,677,4833,126,76,38892,445,33597,87.5,1374,443,99,2934,38892,13022,443,43,23830,1512,42,38892,1346,19687,33,13872,51,3439,464,38892,12159,226,23094,3162,251,38892,15291,151,11814,6215,3168,27,1647,579,38892,4960,9230,5829,713,1824,13084,834,2173,6,239,38892,6109,11465,5359,631,2235,12171,607,8,4,303,38892,7573,5,15,17,29144,2069,47,NA,22,38892,19303,22252,1352,9555,484,1273,38892,458,14729,17917,446,887,296,11390
"107","MMR111","Bago","MMR008D001","Pyay","MMR008004","Paungde",36700,29361,7339,20,134195,3366,3.7,1960,6664,10442,8313,4891,2532,1089,507,302,36700,182,820,1135,24385,8935,815,267,161,36700,35365,313,560,395,16,51,36700,220,27606,75.8,4187,655,286,3746,36700,7658,179,28,28703,89,43,36700,1186,24076,16,9265,54,1909,194,36700,12073,586,22376,1383,282,36700,9354,383,18547,5324,864,10,1679,539,36700,150,13845,13292,1164,3514,3067,1048,423,1,196,36700,154,14807,12321,1056,3907,3911,337,6,NA,201,36700,1296,7,15,23,31987,2472,47,2,851,36700,16651,15343,1116,7245,330,563,36700,285,12692,20153,404,428,135,11781
"108","MMR111","Bago","MMR008D001","Pyay","MMR008005","Thegon",35950,27415,8535,23.7,128971,1986,3.6,2337,6595,10060,8199,4804,2348,954,427,226,35950,614,811,1982,24055,7102,818,460,108,35950,34110,302,462,833,123,120,35950,147,29183,81.6,3284,606,237,2493,35950,7621,46,42,28113,63,65,35950,2086,21363,15,9200,55,3111,120,35950,7663,661,25377,1964,285,35950,10261,500,16372,6088,543,18,1823,345,35950,497,14746,16182,582,2675,588,93,275,1,311,35950,525,15877,15598,555,2092,1005,11,3,4,280,35950,1719,12,25,14,32447,1275,65,3,390,35950,16978,17544,880,8338,270,1227,35950,220,13950,22914,454,1073,64,10943
"109","MMR111","Bago","MMR008D001","Pyay","MMR008006","Shwedaung",33564,25048,8516,25.4,118837,2834,3.5,2293,6779,9301,7308,4225,2071,903,449,235,33564,772,629,1372,21066,8195,1014,408,108,33564,31457,345,535,1170,23,34,33564,160,26882,80.6,1490,934,79,4019,33564,9819,47,31,23404,234,29,33564,2181,18989,37,9303,47,2608,399,33564,14757,1069,15132,2392,214,33564,9512,77,13288,7585,1245,7,1549,301,33564,1138,15573,11891,725,26,3026,154,900,4,127,33564,1597,16209,11888,732,71,2880,6,66,2,113,33564,2881,283,9,19,29274,1019,53,NA,26,33564,15911,17391,960,7187,357,1325,33564,290,11391,18133,323,1209,209,10635
"110","MMR111","Bago","MMR008D002","Thayarwady","MMR008007","Thayarwady",36626,28867,7759,21.2,147417,3687,4,2021,5618,8143,8065,5854,3402,1894,1030,599,36626,214,906,2197,20182,12525,300,248,54,36626,34699,484,468,814,108,53,36626,204,28736,79,2254,1184,330,3918,36626,15843,129,27,20292,281,54,36626,455,27005,13,6191,50,2842,70,36626,9873,251,25016,1335,151,36626,8458,6024,8400,11240,403,4,1976,121,36626,35,26207,3009,382,2852,2332,215,1259,3,332,36626,33,26458,3435,422,2971,2693,214,11,4,385,36626,2821,8,198,33,30918,2182,61,4,401,36626,14081,13627,1113,8770,342,1193,36626,336,10389,20389,743,2582,394,11630
"111","MMR111","Bago","MMR008D002","Thayarwady","MMR008008","Letpadan",43484,34398,9086,20.9,175089,2318,4,2433,6520,9806,9527,6914,4085,2261,1183,755,43484,70,762,1741,21072,18882,450,337,170,43484,41982,498,484,362,85,73,43484,314,30352,70.5,7737,1458,199,3424,43484,19247,74,44,23946,130,43,43484,242,32012,32,8891,36,2068,203,43484,12128,318,29723,1109,206,43484,4950,5538,15423,13676,1833,24,1910,130,43484,189,33695,4036,555,1028,2731,322,274,61,593,43484,196,32345,4664,597,1338,3390,321,6,60,567,43484,1602,18,125,25,39623,1215,33,2,841,43484,18096,15564,1464,9324,291,1061,43484,266,11198,23045,928,2784,401,13491
"112","MMR111","Bago","MMR008D002","Thayarwady","MMR008009","Minhla",30894,24314,6580,21.3,120682,1809,3.9,1685,4870,7462,7043,4775,2647,1333,662,417,30894,202,575,1641,20057,7962,147,223,87,30894,29390,480,421,391,69,143,30894,185,20033,65.4,6983,1294,116,2283,30894,12515,40,34,18115,123,67,30894,201,23002,10,5598,36,1942,105,30894,9677,374,19804,886,153,30894,5071,2811,13548,6417,963,12,1599,473,30894,404,16655,8120,1533,1177,1942,75,158,55,775,30894,401,15614,9000,1595,934,2452,87,4,55,752,30894,987,8,41,8,27770,1041,29,1,1009,30894,12461,11416,807,5968,189,665,30894,202,10274,17334,514,1028,49,11021
"113","MMR111","Bago","MMR008D002","Thayarwady","MMR008010","Okpho",31894,25721,6173,19.4,124678,1984,3.9,1523,4916,7851,7581,4942,2651,1396,665,369,31894,178,595,1608,20437,8690,221,136,29,31894,31037,303,216,298,26,14,31894,142,21046,66.4,5719,1725,111,3151,31894,13639,60,29,18132,19,15,31894,698,22075,12,7078,38,1948,45,31894,8960,389,21513,824,208,31894,5714,480,12881,9744,637,10,1957,471,31894,206,16642,9765,836,1124,2627,105,136,1,452,31894,206,15632,9867,902,1591,3148,90,3,NA,455,31894,1795,4,20,10,27406,1626,39,5,989,31894,11761,11944,722,7025,230,1171,31894,188,10344,18272,515,505,60,12409
"114","MMR111","Bago","MMR008D002","Thayarwady","MMR008011","Zigon",18210,14743,3467,19,66666,857,3.7,1048,3278,5144,3974,2524,1252,578,281,131,18210,28,261,763,12161,4494,329,152,22,18210,17471,277,294,146,12,10,18210,159,15691,87,494,515,76,1275,18210,4191,36,22,13899,48,14,18210,243,13073,11,3896,37,929,21,18210,4208,491,12971,395,145,18210,4810,63,8455,3329,96,3,1275,179,18210,7,4025,4800,372,6869,1518,303,307,8,1,18210,22,5457,4380,347,5808,2168,16,1,10,1,18210,1340,4,3,6,15207,1137,22,2,489,18210,6374,9174,547,5203,170,499,18210,153,6854,12018,272,70,13,5363
"115","MMR111","Bago","MMR008D002","Thayarwady","MMR008012","Nattalin",45769,37530,8239,18,169947,2194,3.7,2208,7804,12940,10737,6433,3196,1421,676,354,45769,110,866,1413,29532,13149,412,234,53,45769,44751,243,490,213,14,58,45769,267,34894,76.8,6488,980,273,2867,45769,12981,331,34,32320,75,28,45769,1015,31362,35,11116,47,2073,121,45769,15272,808,28303,1125,261,45769,6167,273,23494,11042,993,434,3022,344,45769,128,20400,13948,1107,4415,4453,699,363,2,254,45769,142,19453,14409,1147,4421,5391,552,4,2,248,45769,887,24,30,20,41022,2774,71,39,902,45769,20693,20514,1292,9688,284,1175,45769,274,18016,26541,627,983,173,15273
"116","MMR111","Bago","MMR008D002","Thayarwady","MMR008013","Monyo",33287,27448,5839,17.5,126181,1389,3.8,1678,5620,8627,7738,4864,2708,1161,597,294,33287,41,246,689,15651,16048,289,307,16,33287,32745,141,276,114,3,8,33287,171,18934,57.4,6455,4649,446,2632,33287,20191,56,24,12992,19,5,33287,407,23370,32,7960,15,757,746,33287,14995,184,17738,268,102,33287,1940,1005,14806,10613,2937,57,1423,506,33287,22,29132,3032,222,41,655,NA,39,NA,144,33287,19,29230,2896,206,42,741,1,4,NA,148,33287,420,4,29,13,32516,209,7,NA,89,33287,15651,10898,827,4605,116,108,33287,92,8510,18122,298,6151,496,11667
"117","MMR111","Bago","MMR008D002","Thayarwady","MMR008014","Gyobingauk",30586,24739,5847,19.1,115727,1706,3.8,1501,5231,8121,7227,4358,2234,1025,502,387,30586,79,716,1091,21148,6694,433,383,42,30586,28794,490,895,301,65,41,30586,121,23292,76.5,2605,2681,141,1746,30586,8561,72,61,21796,52,44,30586,566,20521,22,7750,42,1615,70,30586,7641,993,20725,849,378,30586,5722,107,13521,7403,1118,41,2228,446,30586,53,10442,11844,424,3119,2046,1780,723,2,153,30586,142,10908,11343,474,4533,2803,170,14,NA,199,30586,1244,11,20,17,24441,2598,93,8,2154,30586,11371,13592,1003,8673,326,1049,30586,281,11628,19890,470,394,48,10502
"118","MMR009","Magway","MMR009D001","Magway","MMR009001","Magway",68677,52895,15782,22.9800369847256,273929,15318,3.9886570467551,3986,10252,16008,15654,10431,5943,3346,1774,1283,68677,2604,6129,3407,18595,36067,1124,515,236,68677,57412,4650,2163,3776,178,498,68677,611,54695,80.5305997641132,2950,202,133,10086,68677,20213,1476,101,45229,720,938,68677,1696,51674,67,3618,110,10807,705,68677,46476,1725,9542,10267,667,68677,27236,55,4138,19925,5152,28,6061,6082,68677,2993,33459,11088,1801,1749,7745,143,8710,138,851,68677,6391,43693,5599,1103,4471,6272,13,38,163,934,68677,14208,82,2,62,47410,6552,199,3,159,68677,25429,32612,3835,23646,2293,2156,68677,1777,29508,15913,549,231,244,21837
"119","MMR009","Magway","MMR009D001","Magway","MMR009002","Yenangyaung",32500,22295,10205,31.4,129995,4232,3.99984615384615,2535,5038,6778,6729,4954,3133,1662,970,701,32500,319,1391,1233,10705,17602,690,279,281,32500,30717,473,523,709,11,67,32500,179,22863,70.8984615384615,701,141,64,8552,32500,6745,287,47,23800,109,1512,32500,1203,26644,12,1330,46,2324,941,32500,25331,763,3808,2216,382,32500,11407,18,3712,10031,2667,25,2595,2045,32500,5262,20354,1368,528,3174,1302,85,350,1,76,32500,4681,19698,1815,195,4794,1158,83,4,1,71,32500,5333,29,8,9,24577,2426,35,NA,83,32500,13130,12818,1290,9514,455,1306,32500,459,9507,2288,194,525,261,9281
"120","MMR009","Magway","MMR009D001","Magway","MMR009003","Chauk",44618,30933,13685,30.671477878883,181519,3670,4.06829082433099,3133,6604,9243,9366,7083,4282,2550,1327,1030,44618,626,2756,2576,10608,26366,865,429,392,44618,40675,1029,891,1946,41,36,44618,241,35322,79.7055000224125,637,134,133,8151,44618,12270,490,47,30443,362,1006,44618,2774,34809,35,1150,42,5066,742,44618,29603,5022,3642,5747,604,44618,14307,45,5579,13463,3264,14,4970,2976,44618,9149,15608,3188,452,10889,4211,75,389,78,579,44618,9092,16561,3228,242,10655,4135,29,12,74,590,44618,6354,348,9,34,34389,3325,84,2,73,44618,19272,17911,2226,11365,484,1388,44618,708,15813,6360,240,380,331,13921
"121","MMR009","Magway","MMR009D001","Magway","MMR009004","Taungdwingyi",60263,46469,13794,22.8896669598261,254188,5672,4.21797786369746,2720,7495,13224,13570,10100,6271,3519,2014,1350,60263,1023,2086,2488,39780,14175,420,192,99,60263,56933,784,800,1606,50,90,60263,374,47689,79.7554054726781,6228,274,230,5468,60263,23259,1518,61,35040,349,36,60263,805,50364,31,4371,38,4610,44,60263,17899,1913,36588,3513,350,60263,14059,158,14382,16162,3619,52,8225,3606,60263,3195,41517,9657,879,233,1367,189,413,196,2617,60263,2446,42026,10230,1004,472,1159,207,7,115,2597,60263,4576,11,10,22,50015,5219,149,6,255,60263,31329,25156,2289,13243,624,1831,60263,500,18246,20338,361,30,16,28270
"122","MMR009","Magway","MMR009D001","Magway","MMR009005","Myothit",36948,28420,8528,23.0810869329869,156984,2527,4.24878207210133,1731,4671,7726,8030,6319,4084,2288,1261,838,36948,122,650,1094,22283,11817,777,118,87,36948,36036,222,416,248,13,13,36948,179,26758,72.9051640142904,853,122,131,8905,36948,12553,1200,55,22946,100,94,36948,366,33144,15,2023,15,1281,104,36948,19215,259,16666,626,182,36948,1971,140,6675,15493,2345,28,5714,4582,36948,307,22834,4411,3330,729,4270,500,18,NA,549,36948,304,22655,4185,1514,3235,4114,494,1,NA,446,36948,1055,1,13,11,35204,597,17,NA,50,36948,20770,9408,975,4782,144,928,36948,181,8279,7903,188,69,10,20325
"123","MMR009","Magway","MMR009D001","Magway","MMR009006","Natmauk",48426,35033,13393,27.6566307355553,202962,4034,4.19117829265271,2513,6319,10083,10773,8031,5170,2962,1588,987,48426,359,2923,3870,27477,12903,728,97,69,48426,47292,365,275,481,1,12,48426,285,38728,80.5620947424937,1277,125,68,7943,48426,8672,712,75,38666,69,232,48426,801,38785,34,2830,44,5744,188,48426,23668,468,21389,2525,376,48426,3561,95,10305,18158,3195,52,10751,2309,48426,300,14047,16517,2421,8536,6181,85,195,NA,144,48426,542,14801,12788,1349,11307,7375,90,1,NA,173,48426,1038,5,13,9,46051,1216,55,2,37,48426,28706,13157,1301,6572,257,985,48426,339,13215,8048,277,37,17,28365
"124","MMR009","Magway","MMR009D002","Minbu","MMR009007","Minbu",43817,33703,10114,23.0823652920099,172845,15337,3.9447018280576,2683,6790,10261,9771,6606,3818,2056,1101,731,43817,1407,1688,1412,9772,28064,794,474,206,43817,38736,1001,1618,2171,136,155,43817,446,37641,86.922883812219,385,22,75,5248,43817,18229,616,44,24224,572,132,43817,385,37056,18,2475,36,3649,198,43817,33801,681,5246,3773,316,43817,15478,36,14428,6681,3851,21,2126,1196,43817,6900,26192,2620,243,1023,3280,6,649,1723,1181,43817,6082,27150,2794,249,1145,3549,9,26,1630,1183,43817,4826,1014,7,42,35256,2484,91,4,93,43817,16650,20033,1347,12635,756,1316,43817,784,19925,15037,575,273,158,13330
"125","MMR009","Magway","MMR009D002","Minbu","MMR009008","Pwintbyu",39764,31040,8724,21.9394427120008,159885,3807,4.02084800321899,2288,5727,9156,8879,6135,3843,1944,1058,734,39764,415,879,907,5608,31261,482,139,73,39764,37997,392,670,617,31,57,39764,297,32710,83.0072427321195,839,41,66,5811,39764,22318,912,23,16261,148,102,39764,201,33770,19,4074,23,1603,74,39764,32543,272,5589,1143,217,39764,10133,35,17358,5837,4302,26,1341,732,39764,209,35383,2212,87,97,1189,NA,419,2,166,39764,204,35452,2094,98,144,1563,1,4,NA,204,39764,2416,2,7,10,34188,2433,69,6,633,39764,17346,16798,1155,9265,337,1551,39764,443,16032,22422,1058,496,185,13768
"126","MMR009","Magway","MMR009D002","Minbu","MMR009009","Ngape",12457,9978,2479,19.9004575740547,50336,1806,4.04078028417757,695,1800,2866,2820,1953,1106,585,357,275,12457,376,252,357,4323,6963,128,49,9,12457,11465,275,83,551,66,17,12457,74,10481,84.7314762783977,907,47,95,853,12457,7819,56,1,4322,247,12,12457,68,10019,10,1507,13,816,24,12457,8273,149,3280,706,49,12457,2089,435,3074,2281,3403,206,691,278,12457,751,5268,2770,91,83,1620,1720,83,20,51,12457,739,5023,2012,39,751,2055,1746,6,22,64,12457,1101,1,21,1,10763,536,25,NA,9,12457,5818,5051,397,3546,141,378,12457,146,6059,4480,125,12,21,4961
"127","MMR009","Magway","MMR009D002","Minbu","MMR009010","Salin",55605,42523,13082,23.5266612714684,232255,3778,4.17687258340077,3067,7503,11741,11911,9123,5817,3346,1870,1227,55605,492,1150,1515,16205,34961,881,297,104,55605,53934,464,508,626,29,44,55605,482,41812,76.0615052603183,1389,150,270,11502,55605,29638,2601,20,22767,63,516,55605,738,48396,41,3664,43,2383,340,55605,48134,809,4311,1836,515,55605,8748,106,24126,16099,2390,31,2523,1582,55605,357,40175,10722,863,398,1657,450,627,4,352,55605,839,39308,11280,908,764,1664,472,14,4,352,55605,3223,4,35,24,50335,1693,63,6,222,55605,30172,17487,1726,8358,347,1368,55605,407,19134,26050,1037,1056,228,24503
"128","MMR009","Magway","MMR009D002","Minbu","MMR009011","Sidoktaya",10780,8532,2248,20.8534322820037,45547,1979,4.22513914656772,515,1450,2149,2312,1875,1232,676,375,196,10780,277,61,149,2555,7342,218,136,42,10780,10104,91,70,358,110,47,10780,57,8149,76.1224489795918,1625,41,116,792,10780,9145,232,4,1254,113,32,10780,141,8446,5,1788,7,368,25,10780,6232,30,4091,381,46,10780,1433,607,4142,3296,279,120,770,133,10780,700,773,4177,1082,541,3039,91,124,55,198,10780,556,739,4434,1093,593,3020,89,1,55,200,10780,876,NA,13,1,9759,126,2,NA,3,10780,5194,2607,84,1135,62,20,10780,68,2581,1175,18,350,173,4620
"129","MMR009","Magway","MMR009D003","Thayet","MMR009012","Thayet",25972,20084,5888,22.6705683043277,99610,4737,3.83528415216387,1290,4086,6814,6124,3888,2066,950,472,282,25972,556,677,1320,14298,8516,297,169,139,25972,23735,337,610,1162,31,97,25972,394,4444,18.6277529647312,17346,223,582,2983,25972,8148,398,12,16814,573,27,25972,1303,10705,49,11423,61,2002,429,25972,9666,464,13788,1825,229,25972,6467,197,7703,3213,5200,15,2293,884,25972,1698,3062,7777,548,735,6543,308,256,81,4964,25972,1572,3550,7168,584,1200,5582,287,5,81,5943,25972,2251,2,9,9,22767,865,12,8,49,25972,11609,11866,402,7174,270,932,25972,240,8747,7035,99,232,223,12614
"130","MMR009","Magway","MMR009D003","Thayet","MMR009013","Minhla",31622,26495,5127,16.213395737145,123467,22615,3.90446524571501,1483,4797,8098,7548,4700,2604,1288,678,426,31622,1799,1105,1002,11477,15464,531,207,37,31622,27377,740,613,2526,81,285,31622,173,4630,15.188792612738,21380,593,1488,3358,31622,13219,791,24,16490,995,103,31622,985,19942,23,7103,49,3392,128,31622,18037,214,9967,3210,194,31622,6903,102,8914,3821,7949,85,3003,845,31622,5064,3827,9277,2846,1515,8064,327,138,534,30,31622,4676,4363,5042,1729,5656,9096,486,5,540,29,31622,4237,18,7,12,24766,2505,48,1,28,31622,14008,12932,749,10286,406,1498,31622,762,15903,4793,172,104,78,14849
"131","MMR009","Magway","MMR009D003","Thayet","MMR009014","Mindon",16809,13394,3415,20.316497114641,58393,964,3.47391278481766,1381,3419,4675,3580,2074,924,417,215,124,16809,24,221,418,9287,6632,133,71,23,16809,16177,199,258,127,25,23,16809,7,14846,88.3633767624487,389,57,83,1427,16809,7581,457,9,8751,4,7,16809,64,8076,12,8080,10,560,7,16809,9083,90,7156,426,54,16809,681,124,3248,1050,9488,33,1808,377,16809,349,2463,5493,1177,66,6250,416,11,NA,584,16809,433,2625,5831,509,132,6184,418,1,NA,676,16809,7,1,2,5,16403,368,6,1,16,16809,8449,5553,891,2869,87,656,16809,100,5585,2553,70,36,53,9191
"132","MMR009","Magway","MMR009D003","Thayet","MMR009015","Kamma",19143,15777,3366,17.5834508697696,73772,1423,3.85373243483258,834,2922,5203,4518,2838,1573,715,337,203,19143,13,218,604,9820,7823,388,239,38,19143,18490,223,309,81,5,35,19143,122,16573,87.2120357310766,574,79,105,1690,19143,7971,547,8,10573,5,39,19143,3472,9259,12,5743,12,608,37,19143,10810,139,7822,237,135,19143,1021,35,8280,3566,3288,188,2177,588,19143,77,7717,2326,514,625,7655,131,11,NA,87,19143,77,8533,2056,433,845,6749,362,1,NA,87,19143,16,1,1,4,18573,517,10,NA,21,19143,11281,7784,699,2421,105,389,19143,131,6254,5485,152,294,130,10270
"133","MMR009","Magway","MMR009D003","Thayet","MMR009016","Aunglan",57609,45664,11945,20.7346074398098,230326,4896,3.99809057612526,2467,8537,14228,13380,8902,5107,2646,1428,914,57609,1210,2248,2714,26593,22373,1592,605,274,57609,52394,1786,1633,1375,248,173,57609,456,10177,18.4571855092086,33961,1040,1364,10611,57609,22806,1550,70,32642,475,66,57609,5872,26972,40,19211,73,5157,284,57609,17919,692,34265,4200,533,57609,16206,205,15876,17102,1244,36,4609,2331,57609,1858,31862,8513,2096,765,9615,141,1629,74,1056,57609,2300,34319,8870,2100,964,7758,126,49,74,1049,57609,5073,24,11,39,46588,5407,160,5,302,57609,20572,27148,1392,14800,652,2968,57609,786,16947,14772,458,287,253,25273
"134","MMR009","Magway","MMR009D003","Thayet","MMR009017","Sinbaungwe",28684,23195,5489,19.1361037512202,115123,2721,4.01349184214196,1315,4087,6896,6613,4599,2641,1386,712,435,28684,399,490,1245,13752,12369,304,89,36,28684,27017,338,428,739,139,23,28684,130,11240,39.6388230372333,11030,383,302,5599,28684,14493,978,11,12720,448,34,28684,1063,18417,11,7577,17,1552,47,28684,12463,136,14515,1387,183,28684,2295,61,5886,13399,1412,14,3662,1955,28684,2407,7645,7490,542,1198,9059,49,10,2,282,28684,2407,8228,7912,604,1856,7331,29,2,2,313,28684,1023,1,7,7,26763,858,13,NA,12,28684,14241,9633,701,4506,98,565,28684,213,6706,3410,93,211,259,15775
"135","MMR009","Magway","MMR009D004","Pakokku","MMR009018","Pakokku",66340,45441,20899,31.5028640337654,280957,9182,4.23510702441966,4373,9248,12899,13817,10613,6775,3970,2410,2235,66340,2518,3003,4477,16231,38490,1107,266,248,66340,55811,3263,2539,4063,156,508,66340,632,50111,76.4892975580344,1511,179,140,13767,66340,9062,12602,76,40401,2349,1850,66340,1134,53089,44,1936,130,9450,557,66340,23423,24244,4955,12916,802,66340,37649,203,6114,11224,4811,37,3244,3058,66340,10264,40729,3645,766,2495,4611,263,1694,71,1802,66340,10225,43354,4040,505,2530,3516,257,23,11,1879,66340,18480,168,10,31,43558,3766,179,1,147,66340,27199,32417,3157,24697,1818,3774,66340,1729,34847,35593,576,3102,618,11950
"136","MMR009","Magway","MMR009D004","Pakokku","MMR009019","Yesagyo",47332,32014,15318,32.362883461506,211667,3685,4.47196399898589,2744,5644,8344,9599,8106,5472,3413,2078,1932,47332,308,1554,1750,12124,28359,2704,364,169,47332,45276,494,1025,468,18,51,47332,609,32094,69.0927913462351,2682,205,137,11605,47332,5692,9242,61,29980,185,2172,47332,1874,35740,48,5210,55,3448,957,47332,17107,16863,8289,4207,866,47332,10830,84,4600,17640,6363,60,5275,2480,47332,3191,26817,11452,485,2015,2239,339,178,NA,616,47332,2287,26609,10848,471,3922,2219,349,6,NA,621,47332,2700,5,7,17,43660,823,47,2,71,47332,27277,16364,1675,13420,443,2291,47332,373,23102,29103,551,4346,723,17497
"137","MMR009","Magway","MMR009D004","Pakokku","MMR009020","Myaing",53641,38876,14765,27.525586771313,221463,4308,4.12861430622099,3472,7142,10810,11823,8925,5782,3007,1639,1041,53641,107,2596,6341,12063,27773,3429,565,767,53641,50933,744,1297,326,20,321,53641,274,32600,61.2852109393934,3965,138,320,16344,53641,8093,8542,43,32843,148,3972,53641,2787,36431,41,3390,87,8563,2342,53641,16655,15850,13200,6600,1336,53641,3449,129,7716,24032,2790,57,10493,4975,53641,7514,18034,13803,1746,9435,911,758,91,1,1348,53641,7633,17595,12827,1688,10909,1254,360,2,2,1371,53641,1516,146,4,13,50136,1581,168,1,76,53641,30797,15412,1701,10134,431,1654,53641,865,29536,26983,323,18,17,21894
